69,217,{}
69,263,{}
69,284,{}
69,295,{}
69,309,{}
69,314,{}
70,87,{}
70,107,{}
70,119,{}
70,123,{}
70,136,{}
70,162,{}
70,200,{}
70,235,{}
70,243,{}
70,263,{}
70,277,{}
70,282,{}
70,283,{}
71,131,{}
71,157,{}
71,206,{}
71,235,{}
71,236,{}
71,282,{}
72,82,{}
72,99,{}
72,175,{}
72,176,{}
72,214,{}
72,222,{}
72,234,{}
72,242,{}
72,248,{}
73,87,{}
73,157,{}
73,231,{}
73,256,{}
74,86,{}
74,115,{}
74,129,{}
74,131,{}
74,133,{}
74,136,{}
74,188,{}
74,215,{}
74,222,{}
74,235,{}
74,297,{}
75,103,{}
75,114,{}
75,180,{}
75,237,{}
75,241,{}
76,141,{}
77,91,{}
77,189,{}
77,225,{}
77,229,{}
77,255,{}
77,288,{}
77,295,{}
77,308,{}
78,84,{}
78,137,{}
78,198,{}
78,239,{}
78,252,{}
78,269,{}
78,276,{}
78,285,{}
78,300,{}
79,81,{}
79,115,{}
79,142,{}
79,155,{}
79,156,{}
79,189,{}
79,213,{}
79,229,{}
79,253,{}
79,259,{}
79,260,{}
80,102,{}
80,107,{}
80,121,{}
80,139,{}
80,259,{}
80,263,{}
80,280,{}
80,303,{}
81,100,{}
81,130,{}
81,186,{}
81,223,{}
81,241,{}
81,286,{}
81,302,{}
82,146,{}
82,153,{}
82,155,{}
82,231,{}
82,254,{}
82,306,{}
82,310,{}
83,85,{}
83,94,{}
83,128,{}
83,129,{}
83,142,{}
83,161,{}
83,162,{}
83,206,{}
83,208,{}
83,254,{}
83,282,{}
84,92,{}
84,105,{}
84,128,{}
84,238,{}
84,256,{}
85,86,{}
85,104,{}
85,111,{}
85,144,{}
85,207,{}
85,266,{}
85,314,{}
86,178,{}
86,188,{}
86,251,{}
86,292,{}
87,122,{}
87,250,{}
87,259,{}
87,268,{}
87,287,{}
88,133,{}
88,137,{}
88,159,{}
88,285,{}
89,97,{}
89,128,{}
89,147,{}
89,150,{}
89,263,{}
89,307,{}
90,218,{}
90,303,{}
91,131,{}
91,195,{}
91,246,{}
91,307,{}
92,185,{}
92,237,{}
92,250,{}
93,99,{}
93,111,{}
93,176,{}
93,184,{}
93,279,{}
94,145,{}
94,183,{}
94,188,{}
94,282,{}
95,195,{}
95,203,{}
95,247,{}
96,126,{}
96,177,{}
96,194,{}
96,207,{}
96,221,{}
96,239,{}
96,243,{}
96,313,{}
97,217,{}
97,225,{}
97,232,{}
97,295,{}
98,110,{}
98,155,{}
98,172,{}
98,255,{}
98,288,{}
98,298,{}
99,112,{}
99,130,{}
99,191,{}
99,235,{}
100,123,{}
100,138,{}
100,173,{}
100,204,{}
100,290,{}
101,129,{}
101,133,{}
101,167,{}
101,211,{}
101,231,{}
101,272,{}
102,116,{}
102,135,{}
102,189,{}
102,194,{}
102,235,{}
102,255,{}
102,312,{}
103,127,{}
103,142,{}
103,147,{}
103,161,{}
103,194,{}
103,223,{}
104,122,{}
104,165,{}
104,213,{}
104,217,{}
104,220,{}
104,240,{}
104,276,{}
105,114,{}
105,180,{}
105,209,{}
105,257,{}
105,310,{}
106,130,{}
107,146,{}
107,169,{}
107,213,{}
107,291,{}
108,207,{}
108,273,{}
109,124,{}
109,145,{}
109,174,{}
109,239,{}
109,258,{}
109,270,{}
109,289,{}
109,312,{}
110,114,{}
110,217,{}
110,238,{}
110,251,{}
110,268,{}
111,117,{}
111,132,{}
111,139,{}
111,184,{}
111,194,{}
111,212,{}
111,255,{}
111,274,{}
111,306,{}
112,113,{}
112,163,{}
112,176,{}
112,194,{}
112,201,{}
113,164,{}
113,166,{}
113,176,{}
113,207,{}
114,155,{}
114,184,{}
114,193,{}
114,197,{}
114,209,{}
114,217,{}
114,232,{}
114,264,{}
114,270,{}
114,309,{}
115,178,{}
115,252,{}
116,167,{}
117,132,{}
117,173,{}
117,203,{}
117,212,{}
117,223,{}
117,232,{}
117,263,{}
117,313,{}
118,135,{}
118,196,{}
118,214,{}
118,227,{}
118,250,{}
118,272,{}
119,132,{}
119,212,{}
119,229,{}
119,245,{}
120,166,{}
120,208,{}
120,221,{}
120,231,{}
120,255,{}
120,269,{}
120,276,{}
121,263,{}
122,139,{}
122,178,{}
122,218,{}
122,246,{}
122,254,{}
122,272,{}
122,288,{}
122,303,{}
123,164,{}
123,204,{}
123,206,{}
123,222,{}
123,231,{}
123,271,{}
124,144,{}
124,147,{}
124,157,{}
124,160,{}
124,198,{}
124,291,{}
125,273,{}
125,288,{}
125,299,{}
125,314,{}
126,129,{}
126,130,{}
126,176,{}
126,178,{}
126,238,{}
127,134,{}
127,138,{}
127,195,{}
127,210,{}
127,211,{}
127,219,{}
127,296,{}
128,129,{}
128,238,{}
128,250,{}
128,301,{}
128,303,{}
128,304,{}
129,133,{}
129,143,{}
130,152,{}
130,173,{}
130,185,{}
130,192,{}
130,209,{}
130,210,{}
130,268,{}
130,314,{}
131,140,{}
131,141,{}
131,151,{}
131,155,{}
131,256,{}
131,268,{}
131,289,{}
132,225,{}
132,278,{}
133,152,{}
133,165,{}
133,186,{}
133,195,{}
133,208,{}
133,245,{}
133,252,{}
133,263,{}
133,269,{}
133,291,{}
133,302,{}
133,307,{}
134,177,{}
134,189,{}
134,204,{}
134,220,{}
134,250,{}
134,264,{}
134,300,{}
134,311,{}
135,164,{}
135,165,{}
135,169,{}
135,177,{}
135,189,{}
135,213,{}
135,273,{}
135,278,{}
135,290,{}
136,171,{}
136,184,{}
136,200,{}
136,212,{}
136,240,{}
136,248,{}
136,256,{}
136,267,{}
136,272,{}
137,176,{}
137,190,{}
137,209,{}
137,224,{}
137,234,{}
137,239,{}
138,172,{}
138,258,{}
138,268,{}
138,276,{}
138,277,{}
139,167,{}
139,190,{}
139,201,{}
139,217,{}
139,301,{}
140,142,{}
140,218,{}
140,224,{}
140,266,{}
140,280,{}
140,285,{}
141,217,{}
141,262,{}
141,278,{}
141,312,{}
142,202,{}
142,208,{}
143,163,{}
143,272,{}
143,273,{}
144,236,{}
144,314,{}
145,224,{}
145,227,{}
145,257,{}
145,276,{}
145,302,{}
146,153,{}
146,210,{}
146,226,{}
147,217,{}
147,292,{}
147,303,{}
148,158,{}
148,193,{}
148,203,{}
148,210,{}
148,235,{}
148,247,{}
148,265,{}
148,312,{}
149,264,{}
149,267,{}
149,268,{}
149,278,{}
149,298,{}
150,155,{}
150,210,{}
150,227,{}
150,246,{}
150,263,{}
150,286,{}
150,298,{}
151,178,{}
151,198,{}
151,226,{}
151,285,{}
151,288,{}
152,156,{}
152,163,{}
152,176,{}
152,186,{}
152,209,{}
152,259,{}
152,261,{}
152,275,{}
152,286,{}
152,296,{}
153,160,{}
153,166,{}
153,214,{}
153,257,{}
153,258,{}
153,286,{}
154,159,{}
154,210,{}
155,156,{}
155,183,{}
155,198,{}
155,237,{}
155,239,{}
155,270,{}
156,192,{}
156,270,{}
156,296,{}
156,299,{}
156,306,{}
157,158,{}
157,169,{}
157,177,{}
157,185,{}
157,205,{}
157,211,{}
157,231,{}
157,271,{}
157,282,{}
158,190,{}
158,227,{}
158,248,{}
158,290,{}
159,203,{}
159,311,{}
160,165,{}
160,166,{}
160,225,{}
160,261,{}
160,269,{}
160,299,{}
161,239,{}
161,302,{}
162,179,{}
162,228,{}
162,293,{}
162,307,{}
163,168,{}
163,199,{}
163,219,{}
163,237,{}
163,289,{}
163,296,{}
164,170,{}
164,180,{}
164,286,{}
165,209,{}
165,255,{}
165,263,{}
165,276,{}
165,292,{}
166,195,{}
166,211,{}
167,169,{}
167,213,{}
167,239,{}
167,240,{}
167,274,{}
167,314,{}
168,205,{}
168,222,{}
168,295,{}
169,182,{}
169,243,{}
169,264,{}
169,306,{}
170,182,{}
170,255,{}
170,267,{}
170,272,{}
170,283,{}
170,288,{}
171,185,{}
171,197,{}
171,238,{}
171,268,{}
171,274,{}
171,294,{}
171,298,{}
171,301,{}
172,176,{}
172,270,{}
172,309,{}
173,187,{}
173,249,{}
174,203,{}
174,211,{}
174,234,{}
174,238,{}
174,278,{}
174,281,{}
174,283,{}
175,229,{}
175,265,{}
176,262,{}
176,272,{}
176,281,{}
177,268,{}
177,299,{}
177,306,{}
178,216,{}
178,241,{}
178,243,{}
178,313,{}
179,181,{}
179,183,{}
179,198,{}
179,249,{}
179,309,{}
180,194,{}
180,217,{}
180,251,{}
180,274,{}
181,195,{}
181,199,{}
181,208,{}
181,228,{}
181,239,{}
181,245,{}
181,256,{}
182,184,{}
182,207,{}
182,235,{}
182,258,{}
182,285,{}
183,249,{}
184,211,{}
184,219,{}
184,255,{}
184,295,{}
185,188,{}
185,232,{}
185,279,{}
185,305,{}
186,189,{}
186,191,{}
186,201,{}
186,208,{}
186,276,{}
187,207,{}
187,219,{}
187,279,{}
187,300,{}
187,309,{}
188,198,{}
188,255,{}
188,292,{}
190,198,{}
190,205,{}
190,206,{}
190,271,{}
191,210,{}
191,257,{}
191,268,{}
192,284,{}
193,220,{}
193,259,{}
193,270,{}
193,307,{}
194,248,{}
194,297,{}
195,200,{}
195,269,{}
195,270,{}
195,285,{}
196,219,{}
196,251,{}
197,221,{}
197,240,{}
197,287,{}
198,207,{}
198,286,{}
198,313,{}
199,202,{}
199,258,{}
199,288,{}
199,294,{}
200,207,{}
200,231,{}
200,290,{}
201,254,{}
201,293,{}
201,305,{}
202,300,{}
202,313,{}
203,244,{}
203,272,{}
203,288,{}
205,221,{}
205,246,{}
205,251,{}
206,214,{}
206,250,{}
206,281,{}
206,308,{}
207,235,{}
207,239,{}
207,269,{}
208,226,{}
208,259,{}
208,269,{}
208,305,{}
209,216,{}
209,259,{}
209,278,{}
210,216,{}
210,222,{}
210,305,{}
211,224,{}
212,218,{}
212,234,{}
212,246,{}
213,238,{}
213,239,{}
213,255,{}
213,259,{}
213,293,{}
213,301,{}
215,301,{}
216,230,{}
216,266,{}
216,267,{}
216,292,{}
216,309,{}
217,222,{}
217,228,{}
217,234,{}
217,274,{}
217,309,{}
218,260,{}
218,293,{}
219,266,{}
219,283,{}
220,245,{}
220,248,{}
220,272,{}
220,278,{}
220,289,{}
221,224,{}
221,231,{}
221,242,{}
221,270,{}
222,271,{}
222,308,{}
223,272,{}
224,225,{}
224,258,{}
224,278,{}
224,298,{}
224,304,{}
225,237,{}
225,298,{}
225,300,{}
226,247,{}
226,279,{}
226,298,{}
226,305,{}
227,234,{}
227,306,{}
228,239,{}
228,249,{}
230,256,{}
230,263,{}
230,291,{}
230,298,{}
230,310,{}
231,242,{}
231,248,{}
231,252,{}
231,279,{}
231,309,{}
232,236,{}
232,254,{}
232,284,{}
232,300,{}
232,301,{}
232,308,{}
233,282,{}
234,237,{}
235,239,{}
235,307,{}
236,290,{}
237,285,{}
238,308,{}
240,244,{}
240,287,{}
240,295,{}
241,250,{}
241,290,{}
241,294,{}
241,298,{}
242,256,{}
242,290,{}
243,264,{}
243,278,{}
243,280,{}
243,297,{}
244,290,{}
245,305,{}
245,306,{}
245,311,{}
246,260,{}
247,311,{}
247,313,{}
248,307,{}
249,282,{}
249,313,{}
250,252,{}
250,275,{}
250,284,{}
250,294,{}
251,254,{}
251,286,{}
251,290,{}
252,287,{}
252,308,{}
252,312,{}
253,300,{}
254,275,{}
254,293,{}
254,307,{}
256,266,{}
256,279,{}
256,291,{}
256,297,{}
258,298,{}
258,308,{}
259,281,{}
261,264,{}
261,267,{}
262,294,{}
263,284,{}
263,300,{}
264,313,{}
265,300,{}
267,295,{}
267,297,{}
267,305,{}
269,294,{}
269,297,{}
269,306,{}
269,311,{}
270,291,{}
273,292,{}
274,299,{}
275,300,{}
275,312,{}
277,305,{}
277,312,{}
279,312,{}
280,299,{}
280,302,{}
281,304,{}
282,304,{}
283,295,{}
284,287,{}
284,300,{}
284,313,{}
285,295,{}
285,307,{}
286,291,{}
288,289,{}
289,306,{}
290,302,{}
291,297,{}
299,312,{}
309,313,{}
